marketid,marketname,timeslice,renewalconversion,yoyrenewalconversionchange,newleaseratechange,renewalleaseratechange,combinedratechange,newleaseterm,renewalleaseterm,averagevacantdays,medianrenttoincomeratio,yoyexecutednewleasecountchange,yoyexecutedrenewalleasecountchange,yoyleadschangepercent,leadsperunit
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2022M11,0.5241041298409127,-0.047347640214300046,0.050506669851644904,0.10272802449002859,0.08172886871565362,12.539307311709731,12.059848362639135,35.20375335120644,0.2595996096609104,0.19986807387862796,-0.06089986365702168,-0.19169608143987765,0.45072256549047646
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2022M12,0.5023220467786879,-0.0711682031998363,0.024307888734539675,0.08713462062374325,0.05972624325468557,12.462616004202417,12.085509138381202,35.762262483429076,0.2534645873022529,0.26657795520070976,-0.11355417329668743,-0.11094918553347882,0.45082469488842364
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M01,0.49395043731778426,-0.07798491940275182,0.025298790181936707,0.0793092506941935,0.05551017795521451,12.585980611483967,12.067105970952126,34.12659414853714,0.23908297072755935,0.24350890207715137,-0.07374190333831583,0.03984286852532169,0.6185204922003682
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M02,0.5388092866447015,-0.05266688538164488,0.03478101937385029,0.07561382961405391,0.059270863783892555,12.751786648073907,12.092917299461549,31.527892337746906,0.2527080697865266,0.08490922844175497,-0.07697209124506181,-0.11405143146921656,0.5108155078411477
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M03,0.5071713426152662,-0.06653073688678501,0.030667646531727766,0.07078069331535107,0.05261790865155461,12.719413618303877,12.123528697973548,31.252498334443704,0.2519252349711755,0.03693706492399505,-0.10994707851819849,-0.17008066799904875,0.5781846765020765
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M04,0.5255255255255256,-0.038679588029680856,0.022023954815000482,0.06708096287000384,0.04647707970736529,12.768564191441142,12.177333670629901,31.0027361982939,0.2447252489834479,0.037482710926694314,-0.11486789072995968,-0.10778196888595751,0.5667502458881619
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M05,0.5038769008835727,-0.051768010963009425,0.02213435799129259,0.06303626268492751,0.04440128703961598,12.623351714217215,12.111685728493287,30.28917748917749,0.24898761775485373,0.08015020069921013,0.004194547088784637,-0.04791892635374854,0.6217608549307814
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M06,0.5225179976561192,-0.043019796979480884,0.009290532227462352,0.060526141695958255,0.038278379931659126,12.541574857938073,12.054825813820674,29.671274961597543,0.2499672314649244,0.07666375327756265,-0.12632016632016635,-0.07020694042026424,0.5872576826609784
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M07,0.545024154589372,-0.0441137514080141,-0.002538516389096128,0.05606620056156668,0.03382185297947401,12.482658959537572,12.107959838526032,30.876971608832807,0.23762949871258557,0.07690312540526514,-0.11138704930095655,-0.0355203793584187,0.5891040514243417
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M08,0.5323341929833099,-0.0399555266428584,-0.024003973320125428,0.05017669916747805,0.021804405892814224,12.432668329177057,12.110386923236085,31.162952029520294,0.2410888551546589,0.1295774647887324,-0.11709901351845088,-0.10180205834816462,0.5433496302336533
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M09,0.5253629475388976,-0.030683590105134217,-0.04434109989894413,0.04643390301381336,0.01061225536814748,12.52439364371341,12.147632674297606,33.38083249412554,0.2488465621938185,0.16404348531559326,-0.10615044762236953,-0.03720929739290246,0.5090166567846118
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M10,0.5305958629206545,-0.025833251966487225,-0.05213479497232423,0.041786841964422596,0.0044574814147005605,12.693913297328857,12.223128342245989,35.26270136307311,0.24330427677178118,0.10732180378212394,-0.048830111902339705,-0.04561332777021183,0.4759144941148812
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M11,0.510263468344475,-0.0256160705152223,-0.06628820498340278,0.03614339184151721,-0.006986268476214624,12.875040943334426,12.255112137203167,36.832456324984214,0.25091867024812464,0.0956396913691011,-0.06448626966985495,0.058422322737324756,0.4652027027361416
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2023M12,0.5138616395120703,0.006618861596334846,-0.06957984847307741,0.03140322422582885,-0.010132889529057774,13.105169657132706,12.342704149933066,37.438770571151984,0.23821694280507685,-0.053153910849453326,-0.07606679035250455,-0.0005816439009158917,0.4460372696104548
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M01,0.5011467041503292,-0.0012267713481005638,-0.06350500936358572,0.0313953789322268,-0.01022481390517348,13.05969517358171,12.333953373015873,34.87790476190476,0.23515092242840185,0.06173209469583448,0.06921241050119324,-0.10266684694282571,0.5611538584529395
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M02,0.5198558724317695,-0.0223128022670257,-0.051737733026508456,0.03148196523012367,-0.0040650029451763285,13.245518660005876,12.320195775373518,34.488330341113105,0.2559264643823642,0.16861263736263732,0.05733351491216126,-0.03105364020553644,0.518127050780852
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M03,0.5273401297497683,0.012726711660913215,-0.046448376525593804,0.028149409975390675,-0.0032798451482085027,13.194306049822064,12.403118320130769,32.72187151875232,0.24700425731492312,-0.03516000549375077,-0.0693891879241751,-0.09707763358011912,0.5384295488471308
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M04,0.5249946668562896,-0.0001725019290730323,-0.047911839410850525,0.026917111609173757,-0.006154875798882951,13.068641909103096,12.383577576180507,32.148313833448036,0.24065853426914277,0.0072923700202566595,0.06820723071188967,-0.10043201025513193,0.5152212240785828
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M05,0.5352450732693279,0.02867537333655279,-0.0409530520648234,0.024010807510648335,-0.0038883771113815578,12.828798608522797,12.350020772746158,31.248240262787423,0.23730762778293016,-0.019490802777439434,-0.040558046836073676,-0.14075337914070407,0.5433296952396944
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M06,0.5552122201492538,0.03284010098118184,-0.04478071568677788,0.02306358892611344,-0.00413628418195442,12.746264877184098,12.286056440695615,30.680349617605742,0.23195655024827844,-0.0668714555765595,-0.08333333333333329,-0.12786289186329294,0.5390338629864646
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M07,0.5559657488591498,0.009256084443146628,-0.047779461146942565,0.02337285356654622,-0.002980171731896165,12.546198388721047,12.223944207671446,31.64302271673621,0.23982976813114135,-0.004012036108325009,0.1202256944444445,-0.05004312781993242,0.5755679665904045
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M08,0.5582825255761082,0.024235243296859887,-0.05862919814624134,0.02535437782453916,-0.004308389738635486,12.687613208861642,12.244787808233676,32.067905405405405,0.23722721578534134,-0.07093851132686087,0.010696331158412672,-0.026006999446734694,0.5442972534904773
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M09,0.5607344632768362,0.03528608712560011,-0.07214638123681653,0.02512151107730801,-0.008549867078590866,12.719137931034483,12.314700065919578,33.899626710908336,0.24934706881983368,-0.1640242144710291,0.015530860891685578,-0.0723385228856616,0.4708702663474609
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M10,0.5520754975039321,0.020632751459416232,-0.08354969740083769,0.02564567085247048,-0.015848710558208686,12.85487012987013,12.341870666477996,36.40137290530991,0.2375323678034629,-0.03554094253953357,0.018593254540213218,0.023762384344717235,0.48320307668218493
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M11,0.537913486005089,0.021932527147557557,-0.08288402701065746,0.025748640498770393,-0.01748305386396817,13.018511796733213,12.425624321389794,36.70226688478616,0.24890903304249443,-0.01992173603699744,-0.043448156482603265,-0.008259488916096265,0.44068554876176685
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2024M12,0.5457292685094658,0.033333322074431404,-0.07787297726440968,0.027641139600564458,-0.012243200678459009,12.970859839934333,12.428837682141648,37.06730769230769,0.24550690339417935,-0.07163269194132224,0.050738828556168715,0.005786985730212038,0.4327766505817403
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M01,0.5470558631102164,0.050592160972178835,-0.06768831814382306,0.027427307704969914,-0.009764369056254647,13.069480632273754,12.384586035864174,35.690137448758136,0.24035251759800585,-0.11648250460405156,0.0645816409423233,0.026764684956667166,0.540732289380913
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M02,0.5484132781430079,0.03305634450839412,-0.054152765120385166,0.02777048007748003,-0.0030013217311559027,13.174874191229332,12.260177236222653,33.46348105966823,0.25202334543652055,-0.12364151834934647,0.0143258426966291,-0.0013655505368210137,0.5072266020615603
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M03,0.5501832644466973,0.02664601998832805,-0.04205615221834327,0.028758992304265017,0.00003171203817372252,13.1239453903973,12.292825223435948,33.13169410293811,0.24501084620682248,-0.00866788321167877,0.10159989060577042,0.10601450226372906,0.5931617544023542
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M04,0.571271153089335,0.048918211912864384,-0.04004011717282108,0.030793696732041322,0.002197314457437027,13.022923535876904,12.284542895606412,33.38121434392828,0.23967627246060572,-0.10156580617858658,0.04890885750962782,0.01876423027737783,0.5441041556098494
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M05,0.55224609375,0.019506329308048187,-0.037738826055380995,0.03295298174447828,0.003852825900334232,12.920149360907654,12.281434355118567,31.34489084571638,0.22729670968320145,-0.06886868146563255,0.007458338189022168,0.043603218339952184,0.5937188725498604
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M06,0.5676582564367297,0.02660009604728575,-0.03954249874710004,0.03409386686403751,0.0060830084863244425,12.795258305283184,12.21550135501355,30.089335052495855,0.23632853538829365,-0.07361713665943606,0.06524249422632793,0.07485979706078245,0.5917780716018021
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M07,0.582870830168838,0.036154611598487874,-0.040861161046632094,0.03655114244279677,0.009614576489874575,12.72660171242988,12.20369978858351,31.525754231052243,0.23495880754089163,-0.06190278354798505,0.03762202478885597,0.028453468540250628,0.5824910368102642
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M08,0.5875548700913513,0.033598451387230166,-0.04337913379437523,0.033793851320850325,0.008117813970207138,12.72852862849534,12.229808683698018,32.08989898989899,0.23227023708914948,-0.09749136247558957,0.0084334565619223,-0.006198122682582667,0.532068281253486
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M09,0.5830612380888919,0.025948084959909412,-0.053778569781789284,0.032919743669237035,0.004971821641990901,12.82180746561886,12.240624180435352,33.626289278004315,0.2278050565119042,-0.05055027047192678,0.08277722561408479,0.008659688059781638,0.468700126596743
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M10,0.5807315526111777,0.03610766820828781,-0.06356718332985473,0.036207825367099024,0.0028099246163059872,12.927872626126991,12.255065892022106,35.47930126824599,0.23921163060410736,-0.15619941728714803,0.041162584833284124,-0.05009502695545312,0.4704334551036085
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M11,0.5604714574720732,0.02991783630215672,-0.07099369510552346,0.036716615420745696,-0.0009386540585473816,13.008249312557288,12.31857536402991,37.34082840236687,0.23175600039314137,-0.21764073144496246,-0.02680965147453087,-0.07357690339676179,0.41662499031194644
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2025M12,0.5677365952359055,0.027504610579772493,-0.06329792426445942,0.03554739389095523,0.0008311056284768392,13.197692829676544,12.305645161290322,38.176614631160085,0.23812207077465442,-0.10704908099373873,0.07377900935226869,-0.08291291613968509,0.41586851069468217
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2026M01,0.5401987353206865,0.0014787918977727799,-0.04813960911657399,0.03786477612767181,0.005711347374760005,13.15398406374502,12.361079706048615,36.71234812093812,0.2306197463987953,-0.11197594197771084,-0.03740987620731884,-0.09113948799553263,0.49540031129661877
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2026M02,0.5644193434521708,0.02836329423822692,-0.04305180622569741,0.04032269271352208,0.009650213047511753,13.223506743737957,12.360964474247396,34.24267895878525,0.24019340143143905,-0.05084125822970014,0.00863433587566547,-0.06433085268775543,0.46921122581562474
12060,"Atlanta-Sandy Springs-Roswell, GA",Y2026M03,0.5633278145695364,0.018047354982845265,-0.02189112507770792,0.03741733639436702,0.01232935963249157,13.123309817754262,12.37611824192921,31.802652733118972,0.2274574377719981,0.06662486283116463,-0.017577378677875424,-0.09191168887538494,0.5338772381516885
12420,"Austin-Round Rock-San Marcos, TX",Y2022M01,0.5367666232073012,0.06351393503525815,0.19643719235321078,0.13523548110843017,0.16236505078161673,12.179842434121163,11.597481343283581,24.865527950310558,0.22147129409752783,-0.19329388560157792,0.10515463917525784,-0.09850401147771412,0.40492972462505106
12420,"Austin-Round Rock-San Marcos, TX",Y2022M02,0.560067027584429,0.06020096811483344,0.21013707414420058,0.1430009866017023,0.16886991582105634,12.192763368555875,11.573676323676324,24.326254119370194,0.22590491046956135,-0.17707509881422917,0.2932816537467701,0.0276196639442684,0.36511196725287914
12420,"Austin-Round Rock-San Marcos, TX",Y2022M03,0.5391849529780565,0.09573812461984749,0.20313767911391667,0.13988316616364166,0.16969287049636678,12.051352590554792,11.580269607843137,22.798623502421616,0.23451736221185104,-0.25866757307953775,0.07321350284962737,-0.04963533657222856,0.47935340137816695
12420,"Austin-Round Rock-San Marcos, TX",Y2022M04,0.5264816385892619,0.04365335576097906,0.20719930767645137,0.1470130811037072,0.17664320565580544,12.142005300353357,11.78333695888623,22.807795371498173,0.22849860634156316,-0.16810582399412083,0.00436967445925273,0.02068742347764365,0.5043944566565026
12420,"Austin-Round Rock-San Marcos, TX",Y2022M05,0.512019485333051,0.0031369638430795987,0.2113297249987531,0.15230328731388967,0.18078033062727825,12.22608340147179,11.73913043478261,21.922954905959664,0.23411357698858876,-0.1281411513099269,0.013274336283185782,0.0014158716885707466,0.5397912814887073
12420,"Austin-Round Rock-San Marcos, TX",Y2022M06,0.5187134502923977,0.013483324769385074,0.19485803676841953,0.14736336928647825,0.16954428807975466,12.18262987012987,11.793950850661625,21.24286341677646,0.23537436463809125,-0.09693971046362479,0.03614672364672366,-0.02045259260493476,0.49009814010498937
12420,"Austin-Round Rock-San Marcos, TX",Y2022M07,0.5249464844393216,-0.003338433269105434,0.17477687976558776,0.1485581002674789,0.1594956624655134,12.158466584665847,11.985721319547022,22.5767955801105,0.22134870302346962,0.058593750000000104,0.14983959237592007,-0.039130813850795886,0.43608445473790114
12420,"Austin-Round Rock-San Marcos, TX",Y2022M08,0.5139352469959947,-0.032342601219908174,0.1343542037302839,0.14455839362623618,0.140403675513335,12.097978227060652,11.888444941665334,22.28421554601812,0.21769489154121766,0.20219017094017094,0.25014985014985014,-0.05702109153568439,0.3741157665987872
12420,"Austin-Round Rock-San Marcos, TX",Y2022M09,0.4944222699826016,-0.037314385586080634,0.09820891626624505,0.1319066167277177,0.11840969614968548,12.161490683229813,11.727081138040042,25.31364625427417,0.22920844639871552,0.09625502940266163,-0.10492808299929264,-0.20462709748062757,0.3060432677025485
12420,"Austin-Round Rock-San Marcos, TX",Y2022M10,0.4768269968226142,-0.06116692415003022,0.04912766233197646,0.12273716616938954,0.08898900531691833,12.464053919121318,11.763786008230452,28.085339168490155,0.23365197981055055,0.1947509692812406,-0.051028378026555604,-0.07714708469227906,0.32394665691452534
12420,"Austin-Round Rock-San Marcos, TX",Y2022M11,0.4749196590750314,-0.04190168663262517,0.025012931286879092,0.10343387068144268,0.06474834134023254,12.627099972459378,11.863531448355452,29.578525146559702,0.21868922412021263,0.10701219512195127,-0.017573696145124808,-0.11592742777367872,0.28824586936049995
12420,"Austin-Round Rock-San Marcos, TX",Y2022M12,0.4841506366838255,-0.028006993277046477,0.01592484014486091,0.08868985499118975,0.053831693363124634,12.495900555408623,11.817218543046357,31.543809523809525,0.21033609738927225,0.1333932853717026,-0.019480519480519504,-0.1595739267535069,0.2909853608423936
12420,"Austin-Round Rock-San Marcos, TX",Y2023M01,0.47441134070158575,-0.055787483857624,0.015068485032103058,0.08108026006030404,0.050131298647754625,12.576464983325392,11.850574712643677,29.030514385353094,0.2278228264453983,0.07393195190585841,-0.006587615283267502,-0.0960681410764144,0.3658861761519873
12420,"Austin-Round Rock-San Marcos, TX",Y2023M02,0.5186011904761905,-0.03316119552331653,0.019120857739809784,0.07325140811478065,0.049271797520037776,12.713203736430195,11.821049974760221,27.254367146797424,0.22426151430760574,0.1317142857142858,-0.09460694698354674,-0.12990174893294318,0.32118156820264976
12420,"Austin-Round Rock-San Marcos, TX",Y2023M03,0.4933915641880244,-0.03319713837155197,0.022058432014303977,0.06856842739784144,0.045495089170889035,12.53948717948718,11.845148514851486,26.956102267245537,0.22247028152812665,0.02072864321608044,-0.05660377358490566,-0.24416261649250415,0.3659695025414549
12420,"Austin-Round Rock-San Marcos, TX",Y2023M04,0.4965114949102139,-0.018733101221754256,0.002930564190429039,0.06439465996061795,0.033139504250210325,12.550517104216388,11.914961636828645,25.645271813613522,0.2249361549157703,-0.01700879765395899,-0.06216270237857285,-0.1266059163905466,0.4292668957617411
12420,"Austin-Round Rock-San Marcos, TX",Y2023M05,0.46820164316867835,-0.03911070549960255,0.005040560178089098,0.058730106974707326,0.03085593878831465,12.50044397087551,11.963948497854076,25.42503072511266,0.22477085734841598,-0.030642107075228138,0.01924759405074365,-0.14530814990130905,0.46854033709703813
12420,"Austin-Round Rock-San Marcos, TX",Y2023M06,0.4891655140617796,-0.017262120393839064,-0.00794609931934605,0.049964125991436445,0.021181456609584516,12.489203778677464,11.955435516542876,24.981337480559876,0.21322801157764928,0.048832271762208106,-0.06384323640960807,-0.14027108005139957,0.42578955981017835
12420,"Austin-Round Rock-San Marcos, TX",Y2023M07,0.5019972345982486,-0.01070953231904459,-0.035367966840420845,0.04298510288892932,0.009420923533200273,12.440662540953769,11.89732062578673,25.204414191419144,0.21921223180985996,-0.01080302484695715,-0.16788867275175826,-0.09726641056055789,0.3888179400222116
12420,"Austin-Round Rock-San Marcos, TX",Y2023M08,0.4842476489028213,-0.021572456917284544,-0.05653805642280024,0.039909318154523525,-0.0022597804025456325,12.480573368540174,11.884273570324575,25.718378607809846,0.22745140140956402,0.04741209008297116,-0.22838401908169356,-0.036188443271121154,0.3578903839931512
12420,"Austin-Round Rock-San Marcos, TX",Y2023M09,0.4780184031973232,-0.005837642690363021,-0.07490701941837373,0.03369029884293824,-0.012972642314727839,12.748450768877667,11.877803557617943,28.69782496116002,0.22809541552505205,0.06920245398773016,-0.06213733075435205,-0.007274109092655167,0.30182955262706224
12420,"Austin-Round Rock-San Marcos, TX",Y2023M10,0.4649430790509629,-0.00908983396463875,-0.08554474958995748,0.030070817864048402,-0.02393563001908815,12.892865552154461,12.095505617977528,31.376564580559254,0.22560397739539442,0.02683752417794965,-0.009276437847866477,0.05895824999760696,0.33556416550317725
12420,"Austin-Round Rock-San Marcos, TX",Y2023M11,0.4489364513145726,-0.027017114191231706,-0.10090892210270647,0.024885379704219692,-0.03710859744443229,13.035060975609756,12.146974063400576,33.195879458794586,0.2188907266618011,0.03907074973600842,-0.06266882766072393,0.07540692753124635,0.3162662638359739
12420,"Austin-Round Rock-San Marcos, TX",Y2023M12,0.47718733225979604,-0.00045601334777894964,-0.08614243646601576,0.021536409582113093,-0.030333577259625634,13.091670898933469,12.099595141700405,33.18765903307888,0.2214198229963985,-0.014021031547320994,-0.04461062403300661,0.09611273935022084,0.31649896777399517
12420,"Austin-Round Rock-San Marcos, TX",Y2024M01,0.47169370841601493,-0.009398979165996302,-0.08421704982623537,0.0188427186580524,-0.030422565500135924,13.037313432835822,12.21608040201005,32.036468330134355,0.20581425076070764,0.043613707165109004,-0.029062367416207147,0.17999986841547136,0.4215173011988476
12420,"Austin-Round Rock-San Marcos, TX",Y2024M02,0.4909005518375015,-0.02989488892883785,-0.08357976837719328,0.018411301811012182,-0.029022433543071862,13.125303331127288,12.32776717557252,30.553606237816766,0.22147462649317748,0.10024271844660176,0.028459273797841064,0.16421976442116473,0.37097783447447646
12420,"Austin-Round Rock-San Marcos, TX",Y2024M03,0.47873414880484794,-0.019466885600369077,-0.07446612236972722,0.019833199510966366,-0.026841361884670133,13.183243994441135,12.277889111556446,29.304305521770857,0.21251647118001907,-0.0013877874702616696,-0.1346820809248555,0.10533916758025048,0.41850852869163013
12420,"Austin-Round Rock-San Marcos, TX",Y2024M04,0.48326430090675027,-0.01255251987704542,-0.07059014571224233,0.017444798110433028,-0.027394989440471695,12.999442896935934,12.277747893132508,28.907894736842106,0.2222077681927544,0.030622009569378047,0.1365396372529041,0.015289755553174068,0.37520813885266496
12420,"Austin-Round Rock-San Marcos, TX",Y2024M05,0.4757120561841592,0.009418295937269394,-0.07358067666918248,0.016494297154853826,-0.029105575567881337,12.902955003357958,12.18432486631016,27.541801948051948,0.2136810119643107,-0.019749835418038094,-0.03778742563113041,-0.024490972441494972,0.40040380047505936
12420,"Austin-Round Rock-San Marcos, TX",Y2024M06,0.4915722821724784,0.006171142321535816,-0.08017954265006379,0.011178397795566026,-0.03191250442138278,13.001048767697954,12.103173164097916,26.392011529750874,0.20457291079008347,-0.1028696879410381,-0.1163275116167281,-0.016487699731215236,0.36884048504139005
12420,"Austin-Round Rock-San Marcos, TX",Y2024M07,0.49506325208269053,-0.005790560375546927,-0.09339516746915195,0.014630982794900506,-0.03338436457132469,12.819962844114169,12.042045252093354,27.102124342233484,0.2027971220575121,0.019982773471145646,-0.030402487476248026,0.060837006943132814,0.36520330381099464
12420,"Austin-Round Rock-San Marcos, TX",Y2024M08,0.4878849460684696,0.010564429396796415,-0.0980415266050346,0.015018152573711904,-0.03258174030041867,12.872586872586872,12.040946896992962,27.30913091309131,0.20878430835305475,-0.07218341393516035,-0.12240314430095456,-0.11067692080576778,0.3207308814389949
12420,"Austin-Round Rock-San Marcos, TX",Y2024M09,0.47783946551237416,0.007005762236160007,-0.10525256000888412,0.012650055379891962,-0.03772410048953008,13.098025711662075,12.138651471984804,30.005851063829788,0.20797097845772086,-0.05897602073882041,0.041028175976272944,0.00596502440205662,0.2890290991242361
12420,"Austin-Round Rock-San Marcos, TX",Y2024M10,0.4638540734109221,0.004864218025642575,-0.12760550681146898,0.010440861520161202,-0.05521135466733631,13.136599683901558,12.073140289565652,32.67372654155496,0.2074336479863231,0.013501144164759676,0.0662762842693639,0.01722820854328026,0.30442522889114954
12420,"Austin-Round Rock-San Marcos, TX",Y2024M11,0.4575674618693782,0.011359117602781521,-0.13004826821164994,0.015099424921003609,-0.05498787548021112,13.196068796068795,11.987891959018938,33.43221355728854,0.2084554976658841,-0.006832601268911646,-0.0815511833475905,-0.050397400781370796,0.27053238385893524
12420,"Austin-Round Rock-San Marcos, TX",Y2024M12,0.48390040411941077,0.0169019756228157,-0.13013308080104255,0.011687981826133394,-0.053544161971994485,13.1145781328008,12.044083526682135,34.229550598124796,0.21387828437539277,-0.0007483162883511948,0.03688853247794691,0.005293018518072161,0.2813276070512281
12420,"Austin-Round Rock-San Marcos, TX",Y2025M01,0.4768753874767514,0.011324683934781477,-0.10917166430303463,0.011173144855463842,-0.04485531680330105,13.044501397949674,11.95660792951542,33.20211800302572,0.20863162442764158,-0.07440155272805696,0.04632403779672734,-0.03283935598325889,0.3522546453060891
12420,"Austin-Round Rock-San Marcos, TX",Y2025M02,0.49912739965095987,0.017260861933358296,-0.09399263777189266,0.010256097474190061,-0.03520096314684177,13.023547478884055,11.940077821011673,31.50735053903953,0.2055487077727385,-0.15396275443915114,-0.03480220330495745,-0.05901065456875521,0.30669461291182565
12420,"Austin-Round Rock-San Marcos, TX",Y2025M03,0.494661095636026,0.021831254512378773,-0.08306058390073172,0.0111077905645828,-0.03250411877190058,12.840289982425308,12.026700719758532,30.190946502057614,0.20791253785688313,-0.08428887547777113,-0.00783229670582815,-0.02345218297631541,0.36213157389391676
12420,"Austin-Round Rock-San Marcos, TX",Y2025M04,0.4859709574206251,0.018801958497051408,-0.08768026605261756,0.019504710975967038,-0.03318177807057807,12.913976210705183,12.118619844834626,29.855945521215297,0.20506184136310499,-0.10883967442740874,-0.0006121199755151902,-0.05641600104361294,0.37704254627373485
12420,"Austin-Round Rock-San Marcos, TX",Y2025M05,0.48164100355335415,0.026032062671799916,-0.094937151433191,0.021214760335953178,-0.036706373169443175,12.834163701067615,12.140174753671687,29.334313503732186,0.20658719429482802,-0.02464422075668176,0.018364255963650072,-0.01928796787051609,0.4021022787253616
