marketid,submarketid,geographyname,timeslice,renewalconversion,yoyrenewalconversionchange,signedrenewalleasesperunit,yoyexecutedrenewalleasecountchange,newleaseratechange,renewalleaseratechange,combinedratechange,averagemonthlyincome,newleaseterm,renewalleaseterm,averagevacantdays,newleaseapplicationsperunit,yoyexecutednewleasecountchange,yoyleadschangepercent,leadsperunit,medianrenttoincomeratio,rentroll,yoyrentrollchange,revenue,yoyrevenuechange
12060,2,Midtown Atlanta,Y2022M11,0.4131534569983137,-0.05076406877488221,0.024403296585679118,0.07042253521126768,-0.008929252170377825,0.07254300021687579,0.031953442663990375,null,13.261980830670927,12.135964912280702,35.62934362934363,0.033501016804024404,0.016233766233766125,-0.3392585068562723,0.6920212765957446,null,2.488950784327666,0.09592333051656242,2.2953379181251714,0.07387721914247139
12060,2,Midtown Atlanta,Y2022M12,0.439622641509434,0.026778604812186246,0.022476720539441292,-0.14979757085020243,-0.03726032678097549,0.07321916127350571,0.01188165788701669,null,12.80281690140845,12.238095238095237,36.598566308243726,0.03799636091191266,0.08562691131498482,-0.07670126874279118,0.8515957446808511,null,2.493280776817745,0.09224046672825767,2.302136372088113,0.07013118915914016
12060,2,Midtown Atlanta,Y2023M01,0.4219001610305958,-0.010909612093313426,0.03264476078347426,-0.016129032258064595,-0.04030746223028117,0.05756457359742331,0.005802123764530343,null,13.120418848167539,12.052459016393442,31.833333333333332,0.0408862249812694,0.26910299003322263,-0.09602649006622516,0.8712765957446809,null,2.492410833740956,0.08515811649838967,2.308677833744671,0.06303636529959653
12060,2,Midtown Atlanta,Y2023M02,0.44101633393829404,-0.038077742716758234,0.02654393663705448,-0.2151898734177215,0.0036529333400991495,0.05672411632884677,0.03351722378940195,null,12.915254237288135,12.471774193548388,28.351063829787233,0.025259552606229262,-0.2159468438538206,-0.36002178649237476,0.625,null,2.4902783932228623,0.0782118477565614,2.309841591171493,0.059762856679422036
12060,2,Midtown Atlanta,Y2023M03,0.4082934609250399,-0.0691258939136698,0.03724713689393128,0.2167832167832168,-0.03966652574715191,0.03769861429136518,-0.004445912586672444,null,13.029569892473118,12.471264367816092,26.408637873754152,0.03981590495558172,0.0054054054054054005,-0.23987291501191418,1.0180851063829788,null,2.4889953819326887,0.07123253213539157,2.299030691210642,0.047646555994471346
12060,2,Midtown Atlanta,Y2023M04,0.5007564296520424,0.058133478832370244,0.0363537710255019,0.012084592145015094,-0.05249941284105836,0.0480309108947856,-0.006992146774552861,null,12.868583162217659,12.334328358208955,25.716836734693878,0.05284861638632664,0.1458823529411765,-0.04974430497443044,0.9198919891989199,null,2.5105284043138965,0.06426345939697642,2.318353740943785,0.04880995177776459
12060,2,Midtown Atlanta,Y2023M05,0.4320203303684879,0.037247290478529205,0.04644601193705914,0.21590909090909088,-0.06089696200296391,0.047816083325894224,-0.013514600015024044,null,12.835616438356164,12.07943925233645,28.029680365296805,0.05545306565382528,0.03861788617886182,0.005669428696031326,1.0378037803780378,null,2.5060933556935194,0.054469517233705626,2.3121657084835125,0.04173985414974894
12060,2,Midtown Atlanta,Y2023M06,0.43683589138134593,-0.014264353117431572,0.04861638632664134,0.04186046511627903,-0.035966537512109514,0.03565502077694223,-0.004192310658644634,null,12.438888888888888,11.993303571428571,23.588865096359743,0.05860010851871948,-0.012797074954296097,-0.06874189364461725,0.9693969396939695,null,2.4977389068972626,0.04053023973413607,2.3069481304103774,0.026685167515677424
12060,2,Midtown Atlanta,Y2023M07,0.4456630109670987,-0.023251636029740064,0.04626640843554982,-0.06521739130434777,-0.026923143949602307,0.037618261697417305,0.008550872969113495,null,12.600928074245939,11.709302325581396,26.954177897574123,0.04637400473423714,-0.0568927789934354,-0.23350253807106594,0.7576225395600155,null,2.4953771245287184,0.027787421577064778,2.3142578929485067,0.01431031482395405
12060,2,Midtown Atlanta,Y2023M08,0.47619047619047616,-0.01434153463008292,0.03755110824187648,-0.24295010845986978,-0.042137745406645416,0.04126346635036241,0.006520901606815108,null,12.526041666666666,12.1432664756447,27.13946587537092,0.04131697869593286,0.13274336283185836,-0.23006535947712423,0.6819760710150521,null,2.4883143413047812,0.010455222336043176,2.3151885742110574,-0.001514682360013184
12060,2,Midtown Atlanta,Y2023M09,0.4863905325443787,0.009583628553008705,0.038304282332687754,-0.013850415512465443,-0.06093183027201514,0.029253408569146492,-0.007890379943257426,null,12.469565217391304,11.876404494382022,28.07792207792208,0.03712072304712718,0.22340425531914906,-0.026053215077605243,0.6781165573137785,null,2.48091282764208,-0.004129343123824532,2.300739781952406,-0.008923876364180992
12060,2,Midtown Atlanta,Y2023M10,0.4454428754813864,-0.03873869260664664,0.02816141562365127,-0.08098591549295768,-0.07954718729775903,0.03471458431151134,-0.015214561431989104,null,12.944954128440367,12.015325670498084,32.18478260869565,0.03528269313767803,-0.043859649122807064,-0.16879659211927583,0.6024700887688151,null,2.465203458520281,-0.012598353994199573,2.2731122206998498,-0.012952453445474316
12060,2,Midtown Atlanta,Y2023M11,0.46055045871559636,0.02013595094357562,0.02557186016400518,0.02597402597402595,-0.09732132798427144,0.03370818744691424,-0.025957197373130663,null,13.014492753623188,12.19831223628692,33.596412556053814,0.029779887785930083,-0.10389610389610399,-0.23679417122040067,0.4851408722500965,null,2.459911740413831,-0.0172990085121884,2.2585422695628057,-0.021673422147921822
12060,2,Midtown Atlanta,Y2023M12,0.4647887323943662,0.00943158953722334,0.028593008200258955,0.15217391304347838,-0.11336280168782388,0.018942575187905212,-0.05063816615253262,null,13.296636085626911,11.988679245283018,31.868725868725868,0.03528269313767803,-0.07365439093484429,-0.18469217970049928,0.567348514087225,null,2.4496383847347785,-0.024120288053488814,2.2413989592620926,-0.03192377653173642
12060,2,Midtown Atlanta,Y2024M01,0.42128935532233885,-0.02002519866827146,0.031937850668968495,-0.12426035502958586,-0.1257882446987116,0.029576535705445484,-0.04638450927613777,null,12.997206703910615,12.233108108108109,31.83895131086142,0.03862753560638757,-0.0843989769820972,-0.03498871331828452,0.8038232528987778,null,2.4357518755986094,-0.029932699085335208,2.2262568816743977,-0.04155248763942171
12060,2,Midtown Atlanta,Y2024M02,0.4461538461538462,-0.021642764015645355,0.03377211911955114,0.13818181818181804,-0.0943470314431483,0.006754884795323795,-0.04221031661523754,null,13.366863905325443,12.744408945686901,28.49402390438247,0.03646957272334916,0.3100775193798449,0.22502574665293507,0.7455343152616735,null,2.4221071676548167,-0.03570528931674784,2.2108472946433984,-0.05082553626652257
12060,2,Midtown Atlanta,Y2024M03,0.45362318840579713,0.026423188405797104,0.03560638757013379,-0.07563025210084034,-0.09166766346450132,0.016945775735988423,-0.0421675046605803,null,13.140724946695096,12.348484848484848,28.59299191374663,0.05060422960725076,0.21502590673575134,-0.015861305791220984,0.8361015355687872,null,2.406815353088092,-0.04154778813851278,2.194161600753141,-0.05641302970350381
12060,2,Midtown Atlanta,Y2024M04,0.4157303370786517,-0.10130669995838537,0.039490720759602936,0.09580838323353302,-0.08733935630115176,0.026060410465299035,-0.036903700785888116,null,13.119101123595506,12.297814207650273,26.395543175487465,0.04801467414760466,-0.06315789473684218,-0.11977715877437325,0.7922281416483861,null,2.3971469019685667,-0.04338683227195725,2.1799241589312097,-0.05752626519197812
12060,2,Midtown Atlanta,Y2024M05,0.41516709511568123,-0.015955353863910615,0.04725938713854122,0.04038004750593827,-0.060361769893010855,0.026728186993315823,-0.02347192337257283,null,12.793621013133208,12.187214611872147,27.63356973995272,0.057509710832973675,0.05128205128205136,-0.12466607301869992,0.9241617047947351,null,2.3882310180224104,-0.045254515752827296,2.169834272832281,-0.060593668795275446
12060,2,Midtown Atlanta,Y2024M06,0.4485006518904824,0.009904160662412231,0.03927492447129909,-0.1727272727272727,-0.0729381363827374,0.02222756773543879,-0.029996686979425403,null,13.028142589118199,11.93131868131868,27.961797752808987,0.057509710832973675,-0.02201834862385319,-0.03096653112292777,0.9708555311814479,null,2.374903974695326,-0.04757611917342971,2.163100067408877,-0.061239723760482125
12060,2,Midtown Atlanta,Y2024M07,0.4481641468682505,0.0012480700229522412,0.039382822615451014,-0.14719626168224295,-0.08137111504744043,0.025719821935653222,-0.025132526166704548,null,12.335403726708075,12.016438356164384,28.949238578680202,0.05211480362537765,0.14454976303317543,0.05019520356943669,0.8723650683344916,null,2.3617551948357645,-0.05004693662220071,2.1663310413780787,-0.060092575737592364
12060,2,Midtown Atlanta,Y2024M08,0.4774859287054409,0.0038550970624388614,0.04305135951661632,0.14000000000000012,-0.09669837359794334,0.02714789416031296,-0.022551348384771297,null,12.512376237623762,12.213032581453634,26.75811209439528,0.04359085023737592,0.057591623036649164,-0.046008531383302874,0.7252721797544591,null,2.355116276438698,-0.05011898944201065,2.1749362982336313,-0.05630539164271416
12060,2,Midtown Atlanta,Y2024M09,0.4733009708737864,-0.014679798356982798,0.03560638757013379,-0.07042253521126762,-0.10659879621490868,0.023133331227499904,-0.024907431791302396,null,12.700729927007298,12.066666666666666,29.183760683760685,0.02956409149762624,-0.20579710144927543,0.06986027944111782,0.7449617790132036,null,2.3491450890607193,-0.049749840285480074,2.1630276091666274,-0.05538758302192415
12060,2,Midtown Atlanta,Y2024M10,0.48476454293628807,0.04046402480157302,0.029824940566241624,0.11290322580645151,-0.13745190442861205,0.025334257610483975,-0.050371641199247176,null,13.094594594594595,12.23913043478261,32.48089171974522,0.03998271017938189,0.09792284866468842,0.22307424189613106,0.7725671510347865,null,2.323406727463607,-0.050180322379375655,2.1314506195612126,-0.05441189662380704
12060,2,Midtown Atlanta,Y2024M11,0.4337979094076655,-0.03668179538938249,0.02517830127512427,-0.02100840336134452,-0.10751787022144098,0.022070027120308432,-0.045898304091274954,null,13.254335260115607,12.407725321888412,29.610714285714284,0.03738923708666522,0.29104477611940294,0.4021598272138228,0.714663143989432,null,2.310542813828931,-0.05298054179479214,2.1207356605920857,-0.05489124516143153
12060,2,Midtown Atlanta,Y2024M12,0.45454545454545453,-0.018498023715415035,0.02798789712556732,-0.026315789473684188,-0.10259718282448642,0.01992327079757498,-0.043074733726183013,null,12.899082568807339,12.455598455598455,32.67193675889328,0.035336070888264536,0.0030674846625765944,0.16338221066280556,0.7312761363809577,null,2.2994121779546504,-0.053908659657954355,2.1106208304286285,-0.05235978358183305
12060,2,Midtown Atlanta,Y2025M01,0.46381578947368424,0.03524436090225569,0.03989535644211903,0.2364864864864867,-0.11061608777353854,0.024744585818036742,-0.04591829636911728,null,12.898172323759791,12.23224043715847,31.664406779661018,0.041748419446261176,0.09742120343839533,0.14769425142135192,0.9096651926721415,null,2.2642984964705106,-0.05258446953527055,2.0841023368956106,-0.04542623004071646
12060,2,Midtown Atlanta,Y2025M02,0.47974068071312803,0.03846551292789313,0.03313712666230652,0.023569023569023646,-0.07360673468619013,0.02939582252691724,-0.016271166801708526,null,13.43046357615894,12.134868421052632,30.140425531914893,0.0329191192500545,-0.07361963190184043,0.03888164886314218,0.8128985865388831,null,2.255212696198827,-0.05148119035504519,2.0854374853532667,-0.03665210671590602
12060,2,Midtown Atlanta,Y2025M03,0.532724505327245,0.07699155902826099,0.03542620449095269,0.07260726072607254,-0.06195770422975224,0.03647700421814219,-0.006946470020739471,null,13.36599423631124,12.227692307692308,27.24372759856631,0.03782428602572487,-0.25536480686695273,0.15126087321970966,0.9525403702244978,null,2.247553656757208,-0.04870609784499959,2.087218982462511,-0.028260122927807694
12060,2,Midtown Atlanta,Y2025M04,0.5177195685670262,0.10586771671517431,0.037582045310184206,0.03197674418604657,-0.048355623916193205,0.03351167067531174,-0.007353338516106806,null,13.154216867469879,12.507042253521126,26.21470588235294,0.04393394029218717,-0.0674157303370786,0.21392842915543284,0.9338322174084285,null,2.2625471282844134,-0.048344808525499126,2.1049064475232964,-0.023345831526700212
12060,2,Midtown Atlanta,Y2025M05,0.461118690313779,0.06717929637438508,0.04488672453948762,-0.036363636363636466,-0.023129272897102485,0.04240708672615501,0.007397498171611897,null,12.991208791208791,12.209905660377359,25.829787234042552,0.048168536946855814,-0.1697080291970803,0.16812736508042914,1.0153603781016147,null,2.2596496311539807,-0.04638335234850904,2.098384895635366,-0.025085680189240588
12060,2,Midtown Atlanta,Y2025M06,0.48091603053435117,0.05175509518359461,0.05092102477239043,0.47546012269938653,-0.030307295641211242,0.047456522106064984,0.008336927543321054,null,12.733188720173535,12.355509355509355,23.892105263157895,0.04880372644505611,-0.12357414448669207,0.18972069214294057,1.032296179598267,null,2.25640598574232,-0.04287489470933335,2.099718717564848,-0.022549207674978016
12060,2,Midtown Atlanta,Y2025M07,0.5129265770423992,0.07542657704239919,0.05229726868515774,0.36088154269972444,-0.020923694922948113,0.05139297131431834,0.018619520149030868,null,12.635394456289978,12.378542510121457,24.08009708737864,0.049650645775989835,-0.028985507246376784,0.08475181329919892,0.9168522642910171,null,2.2562922678405926,-0.037176411129471336,2.107819977985422,-0.018112167443689355
12060,2,Midtown Atlanta,Y2025M08,0.5305343511450382,0.06349103664409661,0.04467499470675418,0.004761904761904758,-0.02336876205303931,0.04463130219229858,0.020579259907033944,null,12.538235294117648,12.234597156398104,25.65084745762712,0.03599407156468346,-0.24611973392461195,0.24353856919280087,0.9103563474387528,null,2.25916116141697,-0.033050939468681345,2.118407724856213,-0.015629899541606665
12060,2,Midtown Atlanta,Y2025M09,0.5424133811230586,0.07914323894296382,0.03747618039381749,-0.038043478260869686,-0.044537810188689644,0.04866171665729882,0.016555877511078013,null,12.515570934256056,12.409604519774012,25.97530864197531,0.030594960829980946,-0.033444816053511676,0.058201237772862624,0.7585374907201188,null,2.260613831224078,-0.02957472667580238,2.1217960133497695,-0.008917412457168906
12060,2,Midtown Atlanta,Y2025M10,0.5089392133492253,0.04114260317973378,0.038833245475311896,0.3434650455927052,-0.04643061011525768,0.060468583019549944,0.019248407735736734,7836.703796296297,12.921212121212122,12.273755656108598,29.28919860627178,0.028993147074327884,-0.26174496644295303,-0.08611054755827456,0.6809965061522102,0.22389334399509978,2.322492628322379,-0.01860820385060003,2.1587790242552742,0.006258991543496709
12060,2,Midtown Atlanta,Y2025M11,0.49926144756277696,0.052782574323340326,0.021788789316464593,-0.08487084870848717,-0.04960507245950768,0.06420462527778785,0.019578629080093782,8539.46506329114,13.003496503496503,11.758064516129032,30.24669603524229,0.02512739413108417,-0.3470319634703196,-0.006253246879610457,0.6747683427008963,0.2169480641420567,2.322843762892064,-0.013103485548372052,2.1508859978899526,0.007404126720751827
12060,2,Midtown Atlanta,Y2025M12,0.52,0.0629403202328967,0.027148128624143383,0.00980392156862753,-0.07573244494257123,0.05728208951128853,0.002125482214546806,12625.028645833334,13.265573770491804,12.394822006472491,38.43778801843318,0.026796696538393956,-0.27553444180522574,0.030125384730593792,0.7109220720036458,0.2115323971708643,2.322351856350772,-0.008238395365620628,2.1446187444576537,0.0063117606661107755
12060,2,Midtown Atlanta,Y2026M01,0.48484848484848486,0.030050153833185822,0.039955414558861355,0.15632754342431773,-0.03755507163213782,0.06270465697892831,0.019772316395707493,10600.972097350994,13.303724928366762,12.645922746781116,34.10756972111554,0.02992369030266655,-0.22444444444444447,-0.07858585474983773,0.7779128057116816,0.20561767406705553,2.3334095731108544,-0.003994291430273461,2.1583046827209706,0.0077768800535858405
12060,2,Midtown Atlanta,Y2026M02,0.5776119402985075,0.10869302137958858,0.0337820457858184,0.007672634271099672,-0.02533918411432106,0.07003333739186149,0.03335381975575677,13356.957212222223,13.262658227848101,12.299492385786802,31.64782608695652,0.027094229615021864,-0.23671497584541057,-0.22879511289128165,0.5825611423363208,0.2500510435542891,2.3360875787449777,0.0006354226075432691,2.158808980780052,0.00600020061656175
12060,2,Midtown Atlanta,Y2026M03,0.5500667556742324,0.027886781022774865,0.037726142501929176,0.1398963730569948,0.009555958630972408,0.061071952381067,0.0373844249041288,13597.516397058824,13.196936542669585,12.304545454545455,27.67048710601719,0.03918374346223099,0.06775700934579452,-0.013494318181818241,0.8439921008658666,0.18519643958257204,2.339553969879007,0.005343193099285321,2.1658128734710784,0.006723970296048155
12060,3,Northeast Atlanta,Y2022M01,0.4553846153846154,0.10594223620245924,0.02938314847246546,0.055944055944056,0.15678101613438403,0.1128213532427749,0.13424973901117188,null,12.558823529411764,12.119205298013245,29.776978417266186,0.033080365829928,-0.05555555555555545,null,null,null,1.7405843522113669,0.0741613782607049,1.6301471582059812,0.08598279088375724
12060,3,Northeast Atlanta,Y2022M02,0.5316455696202531,0.04438442312343782,0.025102159953298307,0.023809523809523815,0.12290781417159019,0.11530160528471957,0.11892713828847808,null,12.878048780487806,12.108527131782946,26.434782608695652,0.03191282350651878,-0.17171717171717166,null,null,null,1.7532048169763301,0.08134442667083963,1.642894787233294,0.09367838021292733
12060,3,Northeast Atlanta,Y2022M03,0.4471299093655589,0.06701295030123144,0.0430044755789064,0.07281553398058246,0.14266764294842035,0.11154370916829599,0.1285369868208976,null,12.401826484018265,12.34841628959276,27.405555555555555,0.04261529480443666,-0.13438735177865607,null,null,null,1.7692872451488089,0.09153535424743049,1.6511887290873037,0.09557798132485945
12060,3,Northeast Atlanta,Y2022M04,0.5044510385756676,0.06154446418120396,0.04535349044019564,0.09677419354838708,0.14809865438531955,0.10295876219796843,0.12530514058721953,null,12.366336633663366,12.058823529411764,24.15204678362573,0.04490884837705647,-0.06912442396313367,null,null,null,1.8363709281191507,0.09516382136977793,1.729966597054768,0.10095702134778117
12060,3,Northeast Atlanta,Y2022M05,0.5079787234042553,0.05489561348468425,0.05024455313472655,-0.050420168067226837,0.13723237451445136,0.09413000070074959,0.11624706757688442,null,12.222222222222221,12.057522123893806,21.82439024390244,0.05202312138728324,-0.03703703703703703,null,null,null,1.8544698213994217,0.1041536676830546,1.7496802910588212,0.10663257544817396
12060,3,Northeast Atlanta,Y2022M06,0.5266393442622951,0.01834058907557312,0.05002223210315696,0.022727272727272645,0.1559417179842165,0.10203190293447027,0.12590959301676852,null,12.345622119815669,12.097777777777777,21.79695431472081,0.04824366385060027,-0.14566929133858264,null,null,null,1.875489758835567,0.11036985162710496,1.7728904489903616,0.1181081351358649
12060,3,Northeast Atlanta,Y2022M07,0.5590200445434298,0.06516758552703633,0.0447867298578199,-0.1853448275862069,0.14342579401310543,0.0914581817287067,0.11056025704721001,null,12.29192546583851,12.19047619047619,23.73469387755102,0.03815165876777251,-0.32916666666666666,null,null,null,1.8909761753084258,0.1039802852095006,1.7909998435496859,0.11618434321505654
12060,3,Northeast Atlanta,Y2022M08,0.5130434782608696,-0.002947992954482226,0.04194312796208531,-0.05851063829787234,0.10804840360860497,0.10585656381057981,0.10666152338843349,null,12.568493150684931,12.186440677966102,25.46969696969697,0.03459715639810427,-0.033112582781456956,null,null,null,1.9141217965822284,0.10732199450139471,1.8191934318359928,0.11268733050690216
12060,3,Northeast Atlanta,Y2022M09,0.5068493150684932,-0.051077514199799556,0.03033175355450237,0.007874015748031496,0.09714394653440969,0.09755414407733459,0.09738783835849166,null,12.466666666666667,12.3203125,23.488,0.031990521327014215,0.23853211009174313,null,null,null,1.9290504413359428,0.10601345127836376,1.8209998153072517,0.10124333208069367
12060,3,Northeast Atlanta,Y2022M10,0.46511627906976744,-0.025378017508179307,0.03617181612660136,0.19008264462809915,0.05345373110184631,0.10509839883118824,0.08105581040061553,null,12.664122137404581,12.222222222222221,28.551724137931036,0.032906304948505403,0.25961538461538447,null,null,null,1.9642668878553213,0.10717461383383996,1.845488474740914,0.09843721745923768
12060,3,Northeast Atlanta,Y2022M11,0.46551724137931033,-0.049867374005305,0.026877668927405174,-0.130081300813008,0.029555038584698632,0.07145700870293824,0.05211073596835381,null,13.095238095238095,12.19626168224299,32.824175824175825,0.02637528259231349,-0.125,null,null,null,1.9722307943348185,0.10537655232482347,1.8528729029669921,0.10267769535332151
12060,3,Northeast Atlanta,Y2022M12,0.5358649789029536,0.08425207567714715,0.0381813614669681,0.5510204081632653,0.030451027224536808,0.058527887301362436,0.044024446443488935,null,12.72,12.361842105263158,37.03968253968254,0.037678975131876416,0.6304347826086956,null,null,null,1.9761635798247599,0.10145358996645645,1.864835624483593,0.10514259792143894
12060,3,Northeast Atlanta,Y2023M01,0.463768115942029,0.004418522446094031,0.030394373273046973,0.04310344827586203,0.030148427015288234,0.06263638910557166,0.048604635799059444,null,12.565573770491802,12.314049586776859,29.77227722772277,0.030645566440592815,-0.10294117647058826,null,null,null,1.9818008318520386,0.09738952585915178,1.8735319398100134,0.10936304756902303
12060,3,Northeast Atlanta,Y2023M02,0.5267857142857143,-0.011989795918367352,0.03391107761868877,0.40624999999999994,0.03292997973183574,0.04410494719812173,0.03882003236295916,null,12.795275590551181,11.992592592592592,25.174757281553397,0.03190153227832203,0.05833333333333335,null,null,null,1.9884975182059506,0.09426661674264823,1.8795621286057431,0.10314374455860435
12060,3,Northeast Atlanta,Y2023M03,0.4982078853046595,0.06782813846921643,0.038683747802059784,0.013157894736842235,0.021806418844853775,0.048878506648498715,0.03581733443440488,null,13.021897810218977,12.025974025974026,28.483870967741936,0.034413463953780456,-0.21714285714285714,null,null,null,1.9929387734560073,0.08787151941935442,1.8904109906122806,0.10162883303031983
12060,3,Northeast Atlanta,Y2023M04,0.4371069182389937,-0.05178197064989515,0.032223871104515585,-0.06748466257668707,0.041403398576406444,0.045301734016215546,0.04332083030025734,null,12.656441717791411,12.223684210526315,28.755555555555556,0.03455586177655289,-0.155440414507772,null,null,null,1.9421219903680087,0.07768211100875515,1.8213564284368469,0.08786661039790837
12060,3,Northeast Atlanta,Y2023M05,0.47780678851174935,0.0008837115886723979,0.047699809200763194,0.14795918367346936,0.010411061984772344,0.044642682041720165,0.02772477510185299,null,12.712765957446809,11.844444444444445,27.058823529411764,0.03985584057663769,-0.16814159292035397,null,null,null,1.9483271017037356,0.07057780433889556,1.8073836290780294,0.06821165753299857
12060,3,Northeast Atlanta,Y2023M06,0.45227272727272727,-0.04772727272727273,0.05109179563281747,-0.08015267175572516,-0.010153008569764355,0.04470526561780509,0.016367323854344466,null,12.796680497925312,11.921161825726141,24.517073170731706,0.05109179563281747,-0.012295081967213071,null,null,null,1.9549487972772945,0.0626255902591081,1.7913338139819828,0.041284946520641186
12060,3,Northeast Atlanta,Y2023M07,0.4750499001996008,-0.06903612130577552,0.04527760704773612,-0.28938906752411575,-0.02941802655527245,0.03935599728707189,0.007094652355507194,null,12.466135458167331,12.099547511312217,28.195238095238096,0.051423888547428805,0.09130434782608707,null,null,null,1.9770778066432053,0.05210571480907923,1.8111314962707872,0.022969805921980134
12060,3,Northeast Atlanta,Y2023M08,0.5107632093933464,0.005228154042792865,0.04712149149764393,-0.07999999999999999,-0.06242903292298156,0.03700061793476024,-0.0076305488583753855,null,12.392156862745098,12.269565217391305,29.397196261682243,0.05224339274738783,0.3858695652173913,null,null,null,1.976936793118692,0.03941053304530798,1.8239195174881269,0.014960342236765293
12060,3,Northeast Atlanta,Y2023M09,0.4854586129753915,-0.058594250460731856,0.03380454824830977,0.012269938650306683,-0.0656603047167159,0.03240101412609402,-0.005447536119739146,null,13.017241379310345,12.115151515151515,27.428571428571427,0.03564843269821758,0.09433962264150936,null,null,null,1.9734630000483915,0.029619163700884157,1.821764044318475,0.010664271035253118
12060,3,Northeast Atlanta,Y2023M10,0.4669926650366748,0.005666698185846086,0.027117311849086265,-0.16867469879518074,-0.06657902990916965,0.017006800515598594,-0.016842253162492063,null,12.912408759124087,12.420289855072463,31.189655172413794,0.026920809589310278,-0.16969696969696973,null,null,null,1.9874154438715768,0.00884367216603176,1.8323202187812975,-0.0025060416567752207
